Time,1,2,16,18,28,32,44,Total Pressure,Pirani Pressure,65,45
2023-08-18 12:00:54,,,,,,,,  2.8146e-012,  1.0000e-004,,
2023-08-18 12:00:55,,,,,,,,  2.0160e-012,  1.0000e-004,,
2023-08-18 12:00:56,,,,,,,,  2.6865e-012,  1.0000e-004,,
2023-08-18 12:00:57,,,,,,,,  1.8245e-013,  1.0000e-004,,
2023-08-18 12:00:58,,,,,,,,  4.0222e-012,  1.0000e-004,,
2023-08-18 12:00:59,,,,,,,,  4.0613e-013,  1.0000e-004,,
2023-08-18 12:01:00,,,,,,,,  1.0552e-012,  1.0000e-004,,
2023-08-18 12:01:01,,,,,,,,  3.5701e-012,  1.0000e-004,,
2023-08-18 12:01:02,,,,,,,,  1.9882e-012,  1.0000e-004,,
2023-08-18 12:01:03,,,,,,,,  3.1891e-012,  1.0000e-004,,
2023-08-18 12:01:04,,,,,,,,  1.2917e-012,  1.0000e-004,,
2023-08-18 12:01:05,,,,,,,,  1.1532e-012,  1.0000e-004,,
2023-08-18 12:01:06,,,,,,,,  4.1667e-012,  1.0000e-004,,
2023-08-18 12:01:07,,,,,,,,  2.5162e-012,  1.0000e-004,,
2023-08-18 12:01:08,,,,,,,,  4.3682e-012,  1.0000e-004,,
2023-08-18 12:01:09,,,,,,,,  3.5592e-012,  1.0000e-004,,
2023-08-18 12:01:10,,,,,,,,  5.8685e-012,  1.0000e-004,,
2023-08-18 12:01:11,,,,,,,,  1.2001e-012,  1.0000e-004,,
2023-08-18 12:01:12,,,,,,,,  4.9361e-012,  1.0000e-004,,
2023-08-18 12:01:13,,,,,,,,  1.9112e-012,  1.0000e-004,,
2023-08-18 12:01:14,,,,,,,,  4.4767e-012,  1.0000e-004,,
2023-08-18 12:01:15,,,,,,,,  3.5178e-012,  1.0000e-004,,
2023-08-18 12:01:16,,,,,,,,  2.4896e-012,  1.0000e-004,,
2023-08-18 12:01:17,,,,,,,,  5.0719e-012,  1.0000e-004,,
2023-08-18 12:01:18,,,,,,,,  2.6375e-012,  1.0000e-004,,
2023-08-18 12:01:19,,,,,,,,  4.1337e-012,  1.0000e-004,,
2023-08-18 12:01:20,,,,,,,,  4.9149e-012,  1.0000e-004,,
2023-08-18 12:01:21,,,,,,,,  3.5717e-012,  1.0000e-004,,
2023-08-18 12:01:22,,,,,,,,  2.5711e-012,  1.0000e-004,,
2023-08-18 12:01:23,,,,,,,,  5.4006e-012,  1.0000e-004,,
2023-08-18 12:01:24,,,,,,,,  1.2475e-012,  1.0000e-004,,
2023-08-18 12:01:25,,,,,,,,  1.7651e-012,  1.0000e-004,,
2023-08-18 12:01:26,,,,,,,,  5.3829e-012,  1.0000e-004,,
2023-08-18 12:01:27,,,,,,,,  2.6529e-012,  1.0000e-004,,
2023-08-18 12:01:28,,,,,,,,  3.8908e-012,  1.0000e-004,,
2023-08-18 12:01:29,,,,,,,,  2.1635e-012,  1.0000e-004,,
2023-08-18 12:01:30,,,,,,,,  1.8399e-012,  1.0000e-004,,
2023-08-18 12:01:31,,,,,,,,  4.7082e-012,  1.0000e-004,,
2023-08-18 12:01:32,,,,,,,,  1.9178e-012,  1.0000e-004,,
2023-08-18 12:01:33,,,,,,,,  3.7569e-012,  1.0000e-004,,
2023-08-18 12:01:34,,,,,,,,  2.8038e-012,  1.0000e-004,,
2023-08-18 12:01:35,,,,,,,,  5.5011e-012,  1.0000e-004,,
2023-08-18 12:01:36,,,,,,,,  9.9059e-013,  1.0000e-004,,
2023-08-18 12:01:37,,,,,,,,  4.5780e-012,  1.0000e-004,,
2023-08-18 12:01:38,,,,,,,,  1.5400e-012,  1.0000e-004,,
2023-08-18 12:01:39,,,,,,,,  4.3473e-012,  1.0000e-004,,
2023-08-18 12:01:40,,,,,,,,  3.8917e-012,  1.0000e-004,,
2023-08-18 12:01:41,,,,,,,,  2.2755e-012,  1.0000e-004,,
2023-08-18 12:01:42,,,,,,,,  3.9687e-012,  1.0000e-004,,
2023-08-18 12:01:43,,,,,,,,  6.9834e-013,  1.0000e-004,,
2023-08-18 12:01:44,,,,,,,,  3.9988e-012,  1.0000e-004,,
2023-08-18 12:01:45,,,,,,,,  3.0237e-012,  1.0000e-004,,
2023-08-18 12:01:46,,,,,,,,  1.7866e-012,  1.0000e-004,,
2023-08-18 12:01:47,,,,,,,,  1.1665e-012,  1.0000e-004,,
2023-08-18 12:01:48,,,,,,,,  4.1576e-012,  1.0000e-004,,
2023-08-18 12:01:49,,,,,,,,  3.3555e-013,  1.0000e-004,,
2023-08-18 12:01:50,,,,,,,, -5.7941e-014,  1.0000e-004,,
2023-08-18 12:01:51,,,,,,,,  4.3054e-012,  1.0000e-004,,
2023-08-18 12:01:52,,,,,,,,  6.9209e-013,  1.0000e-004,,
2023-08-18 12:01:53,,,,,,,,  2.5575e-012,  1.0000e-004,,
2023-08-18 12:01:54,,,,,,,,  1.1353e-012,  1.0000e-004,,
2023-08-18 12:01:55,,,,,,,, -9.1677e-013,  1.0000e-004,,
2023-08-18 12:01:56,,,,,,,,  3.1111e-012,  1.0000e-004,,
2023-08-18 12:01:57,,,,,,,,  6.0222e-013,  1.0000e-004,,
2023-08-18 12:01:58,,,,,,,,  2.1256e-012,  1.0000e-004,,
2023-08-18 12:01:59,,,,,,,,  1.5111e-012,  1.0000e-004,,
2023-08-18 12:02:00,,,,,,,,  3.1417e-012,  1.0000e-004,,
2023-08-18 12:02:01,,,,,,,, -1.7333e-012,  1.0000e-004,,
2023-08-18 12:02:02,,,,,,,,  2.6386e-012,  1.0000e-004,,
2023-08-18 12:02:03,,,,,,,, -9.9760e-013,  1.0000e-004,,
2023-08-18 12:02:04,,,,,,,,  2.5245e-012,  1.0000e-004,,
2023-08-18 12:02:05,,,,,,,,  1.6120e-012,  1.0000e-004,,
2023-08-18 12:02:06,,,,,,,,  2.1069e-013,  1.0000e-004,,
2023-08-18 12:02:07,,,,,,,,  2.0207e-012,  1.0000e-004,,
2023-08-18 12:02:08,,,,,,,, -1.4886e-012,  1.0000e-004,,
2023-08-18 12:02:09,,,,,,,,  2.3542e-012,  1.0000e-004,,
2023-08-18 12:02:10,,,,,,,,  1.3790e-012,  1.0000e-004,,
2023-08-18 12:02:11,,,,,,,,  5.4759e-013,  1.0000e-004,,
2023-08-18 12:02:12,,,,,,,,  4.3687e-013,  1.0000e-004,,
2023-08-18 12:02:13,,,,,,,,  1.3248e-012,  1.0000e-004,,
2023-08-18 12:02:14,,,,,,,, -1.0345e-012,  1.0000e-004,,
2023-08-18 12:02:15,,,,,,,, -1.4094e-012,  1.0000e-004,,
2023-08-18 12:02:16,,,,,,,,  2.0204e-012,  1.0000e-004,,
2023-08-18 12:02:17,,,,,,,, -5.5994e-013,  1.0000e-004,,
2023-08-18 12:02:18,,,,,,,,  2.8119e-012,  1.0000e-004,,
2023-08-18 12:02:19,,,,,,,, -4.2787e-013,  1.0000e-004,,
2023-08-18 12:02:20,,,,,,,,  8.9660e-013,  1.0000e-004,,
2023-08-18 12:02:21,,,,,,,,  3.4754e-012,  1.0000e-004,,
2023-08-18 12:02:22,,,,,,,,  1.1579e-012,  1.0000e-004,,
2023-08-18 12:02:23,,,,,,,,  4.7526e-012,  1.0000e-004,,
2023-08-18 12:02:24,,,,,,,,  9.7828e-013,  1.0000e-004,,
2023-08-18 12:02:25,,,,,,,,  2.7653e-012,  1.0000e-004,,
2023-08-18 12:02:26,,,,,,,,  4.9409e-012,  1.0000e-004,,
2023-08-18 12:02:27,,,,,,,,  3.0785e-012,  1.0000e-004,,
2023-08-18 12:02:28,,,,,,,,  3.3854e-012,  1.0000e-004,,
2023-08-18 12:02:29,,,,,,,,  5.6851e-012,  1.0000e-004,,
2023-08-18 12:02:30,,,,,,,,  6.5934e-012,  1.0000e-004,,
2023-08-18 12:02:31,,,,,,,,  2.2821e-012,  1.0000e-004,,
2023-08-18 12:02:32,,,,,,,,  6.2789e-012,  1.0000e-004,,
2023-08-18 12:02:33,,,,,,,,  2.0046e-012,  1.0000e-004,,
2023-08-18 12:02:34,,,,,,,,  4.8759e-012,  1.0000e-004,,
2023-08-18 12:02:35,,,,,,,,  3.2660e-012,  1.0000e-004,,
2023-08-18 12:02:36,,,,,,,,  7.6940e-013,  1.0000e-004,,
2023-08-18 12:02:37,,,,,,,,  3.2517e-012,  1.0000e-004,,
2023-08-18 12:02:38,,,,,,,,  1.5113e-012,  1.0000e-004,,
2023-08-18 12:02:39,,,,,,,,  3.0769e-012,  1.0000e-004,,
2023-08-18 12:02:40,,,,,,,,  3.6388e-012,  1.0000e-004,,
2023-08-18 12:02:41,,,,,,,, -1.1333e-012,  1.0000e-004,,
2023-08-18 12:02:42,,,,,,,,  1.3806e-012,  1.0000e-004,,
2023-08-18 12:02:43,,,,,,,,  2.0384e-013,  1.0000e-004,,
2023-08-18 12:02:44,,,,,,,, -1.8700e-013,  1.0000e-004,,
2023-08-18 12:02:45,,,,,,,, -1.2815e-012,  1.0000e-004,,
2023-08-18 12:02:46,,,,,,,,  2.4812e-012,  1.0000e-004,,
2023-08-18 12:02:47,,,,,,,, -1.6926e-012,  1.0000e-004,,
2023-08-18 12:02:48,,,,,,,,  3.0038e-012,  1.0000e-004,,
2023-08-18 12:02:49,,,,,,,, -5.6108e-013,  1.0000e-004,,
2023-08-18 12:02:50,,,,,,,, -1.1122e-014,  1.0000e-004,,
2023-08-18 12:02:51,,,,,,,,  3.1941e-012,  1.0000e-004,,
2023-08-18 12:02:52,,,,,,,,  2.1903e-012,  1.0000e-004,,
2023-08-18 12:02:53,,,,,,,,  3.5803e-012,  1.0000e-004,,
2023-08-18 12:02:54,,,,,,,,  2.7516e-012,  1.0000e-004,,
2023-08-18 12:02:55,,,,,,,,  2.3364e-012,  1.0000e-004,,
2023-08-18 12:02:56,,,,,,,,  5.4247e-012,  1.0000e-004,,
2023-08-18 12:02:57,,,,,,,,  2.7839e-012,  1.0000e-004,,
2023-08-18 12:02:58,,,,,,,,  6.2180e-012,  1.0000e-004,,
2023-08-18 12:02:59,,,,,,,,  2.5986e-012,  1.0000e-004,,
2023-08-18 12:03:00,,,,,,,,  4.4560e-012,  1.0000e-004,,
2023-08-18 12:03:01,,,,,,,,  2.3904e-012,  1.0000e-004,,
2023-08-18 12:03:02,,,,,,,,  4.4978e-012,  1.0000e-004,,
2023-08-18 12:03:03,,,,,,,,  1.5881e-012,  1.0000e-004,,
2023-08-18 12:03:04,,,,,,,,  3.7384e-012,  1.0000e-004,,
2023-08-18 12:03:05,,,,,,,,  3.1284e-012,  1.0000e-004,,
2023-08-18 12:03:06,,,,,,,, -5.3499e-013,  1.0000e-004,,
2023-08-18 12:03:07,,,,,,,,  1.5280e-012,  1.0000e-004,,
2023-08-18 12:03:08,,,,,,,, -1.2209e-012,  1.0000e-004,,
2023-08-18 12:03:09,,,,,,,,  1.6978e-012,  1.0000e-004,,
2023-08-18 12:03:10,,,,,,,,  1.5564e-013,  1.0000e-004,,
2023-08-18 12:03:11,,,,,,,, -1.4269e-012,  1.0000e-004,,
2023-08-18 12:03:12,,,,,,,,  1.9670e-012,  1.0000e-004,,
2023-08-18 12:03:13,,,,,,,, -1.3068e-012,  1.0000e-004,,
2023-08-18 12:03:14,,,,,,,,  2.1289e-012,  1.0000e-004,,
2023-08-18 12:03:15,,,,,,,,  2.0444e-012,  1.0000e-004,,
2023-08-18 12:03:16,,,,,,,,  1.2210e-012,  1.0000e-004,,
2023-08-18 12:03:17,,,,,,,,  2.0895e-012,  1.0000e-004,,
2023-08-18 12:03:18,,,,,,,,  4.5278e-012,  1.0000e-004,,
2023-08-18 12:03:19,,,,,,,,  9.6241e-013,  1.0000e-004,,
2023-08-18 12:03:20,,,,,,,,  2.2432e-012,  1.0000e-004,,
2023-08-18 12:03:21,,,,,,,,  6.2471e-012,  1.0000e-004,,
2023-08-18 12:03:22,,,,,,,,  2.8543e-012,  1.0000e-004,,
2023-08-18 12:03:23,,,,,,,,  5.7880e-012,  1.0000e-004,,
2023-08-18 12:03:24,,,,,,,,  2.8749e-012,  1.0000e-004,,
2023-08-18 12:03:25,,,,,,,,  2.0404e-012,  1.0000e-004,,
2023-08-18 12:03:26,,,,,,,,  3.9240e-012,  1.0000e-004,,
2023-08-18 12:03:27,,,,,,,,  5.2823e-013,  1.0000e-004,,
2023-08-18 12:03:28,,,,,,,,  2.2443e-012,  1.0000e-004,,
2023-08-18 12:03:29,,,,,,,, -1.8488e-013,  1.0000e-004,,
2023-08-18 12:03:30,,,,,,,, -1.8955e-012,  1.0000e-004,,
2023-08-18 12:03:31,,,,,,,,  2.4179e-012,  1.0000e-004,,
2023-08-18 12:03:32,,,,,,,, -1.3510e-013,  1.0000e-004,,
2023-08-18 12:03:33,,,,,,,,  4.2998e-013,  1.0000e-004,,
2023-08-18 12:03:34,,,,,,,,  1.0874e-013,  1.0000e-004,,
2023-08-18 12:03:35,,,,,,,,  2.2806e-012,  1.0000e-004,,
2023-08-18 12:03:36,,,,,,,, -1.6771e-012,  1.0000e-004,,
2023-08-18 12:03:37,,,,,,,,  3.0658e-012,  1.0000e-004,,
2023-08-18 12:03:38,,,,,,,, -5.6817e-013,  1.0000e-004,,
2023-08-18 12:03:39,,,,,,,,  2.7030e-012,  1.0000e-004,,
2023-08-18 12:03:40,,,,,,,,  2.8542e-012,  1.0000e-004,,
2023-08-18 12:03:41,,,,,,,,  1.9458e-012,  1.0000e-004,,
2023-08-18 12:03:42,,,,,,,,  3.1295e-012,  1.0000e-004,,
2023-08-18 12:03:43,,,,,,,,  1.9602e-012,  1.0000e-004,,
2023-08-18 12:03:44,,,,,,,,  5.0755e-012,  1.0000e-004,,
2023-08-18 12:03:45,,,,,,,,  5.1921e-012,  1.0000e-004,,
2023-08-18 12:03:46,,,,,,,,  2.1627e-012,  1.0000e-004,,
2023-08-18 12:03:47,,,,,,,,  5.2782e-012,  1.0000e-004,,
2023-08-18 12:03:48,,,,,,,,  4.1510e-012,  1.0000e-004,,
2023-08-18 12:03:49,,,,,,,,  3.5771e-012,  1.0000e-004,,
2023-08-18 12:03:50,,,,,,,,  3.3652e-012,  1.0000e-004,,
2023-08-18 12:03:51,,,,,,,,  5.4878e-012,  1.0000e-004,,
2023-08-18 12:03:52,,,,,,,,  1.6040e-012,  1.0000e-004,,
2023-08-18 12:03:53,,,,,,,,  5.5736e-012,  1.0000e-004,,
2023-08-18 12:03:54,,,,,,,, -5.5682e-014,  1.0000e-004,,
2023-08-18 12:03:55,,,,,,,,  6.5754e-013,  1.0000e-004,,
2023-08-18 12:03:56,,,,,,,,  1.7727e-012,  1.0000e-004,,
2023-08-18 12:03:57,,,,,,,,  1.8738e-013,  1.0000e-004,,
2023-08-18 12:03:58,,,,,,,,  2.0634e-012,  1.0000e-004,,
2023-08-18 12:03:59,,,,,,,,  5.6849e-013,  1.0000e-004,,
2023-08-18 12:04:00,,,,,,,, -2.1078e-012,  1.0000e-004,,
2023-08-18 12:04:01,,,,,,,,  1.7880e-012,  1.0000e-004,,
2023-08-18 12:04:02,,,,,,,, -1.6656e-012,  1.0000e-004,,
2023-08-18 12:04:03,,,,,,,,  1.0919e-012,  1.0000e-004,,
2023-08-18 12:04:04,,,,,,,,  1.8849e-013,  1.0000e-004,,
2023-08-18 12:04:05,,,,,,,,  1.5268e-012,  1.0000e-004,,
2023-08-18 12:04:06,,,,,,,,  1.6361e-012,  1.0000e-004,,
2023-08-18 12:04:07,,,,,,,,  3.7994e-012,  1.0000e-004,,
2023-08-18 12:04:08,,,,,,,,  9.5814e-013,  1.0000e-004,,
2023-08-18 12:04:09,,,,,,,,  5.9015e-012,  1.0000e-004,,
2023-08-18 12:04:10,,,,,,,,  6.0229e-012,  1.0000e-004,,
2023-08-18 12:04:11,,,,,,,,  2.2891e-012,  1.0000e-004,,
2023-08-18 12:04:12,,,,,,,,  6.3519e-012,  1.0000e-004,,
2023-08-18 12:04:13,,,,,,,,  2.8612e-012,  1.0000e-004,,
2023-08-18 12:04:14,,,,,,,,  4.0635e-012,  1.0000e-004,,
2023-08-18 12:04:15,,,,,,,,  4.2108e-012,  1.0000e-004,,
2023-08-18 12:04:16,,,,,,,,  2.0335e-012,  1.0000e-004,,
2023-08-18 12:04:17,,,,,,,,  3.3855e-012,  1.0000e-004,,
2023-08-18 12:04:18,,,,,,,,  5.5012e-013,  1.0000e-004,,
2023-08-18 12:04:19,,,,,,,,  2.5724e-012,  1.0000e-004,,
2023-08-18 12:04:20,,,,,,,,  2.1232e-012,  1.0000e-004,,
2023-08-18 12:04:21,,,,,,,, -5.1666e-013,  1.0000e-004,,
2023-08-18 12:04:22,,,,,,,,  7.8563e-013,  1.0000e-004,,
2023-08-18 12:04:23,,,,,,,,  1.6927e-013,  1.0000e-004,,
2023-08-18 12:04:24,,,,,,,,  8.5519e-013,  1.0000e-004,,
2023-08-18 12:04:25,,,,,,,,  3.8040e-013,  1.0000e-004,,
2023-08-18 12:04:26,,,,,,,,  4.7208e-012,  1.0000e-004,,
2023-08-18 12:04:27,,,,,,,, -4.8809e-014,  1.0000e-004,,
2023-08-18 12:04:28,,,,,,,,  5.0432e-012,  1.0000e-004,,
2023-08-18 12:04:29,,,,,,,,  1.5509e-012,  1.0000e-004,,
2023-08-18 12:04:30,,,,,,,,  1.7093e-012,  1.0000e-004,,
2023-08-18 12:04:31,,,,,,,,  5.0639e-012,  1.0000e-004,,
2023-08-18 12:04:32,,,,,,,,  3.9057e-012,  1.0000e-004,,
2023-08-18 12:04:33,,,,,,,,  4.2190e-012,  1.0000e-004,,
2023-08-18 12:04:34,,,,,,,,  3.6042e-012,  1.0000e-004,,
2023-08-18 12:04:35,,,,,,,,  3.1210e-012,  1.0000e-004,,
2023-08-18 12:04:36,,,,,,,,  4.5734e-012,  1.0000e-004,,
2023-08-18 12:04:37,,,,,,,,  1.0856e-012,  1.0000e-004,,
2023-08-18 12:04:38,,,,,,,,  4.7677e-012,  1.0000e-004,,
2023-08-18 12:04:39,,,,,,,, -2.7003e-013,  1.0000e-004,,
2023-08-18 12:04:40,,,,,,,,  1.1535e-012,  1.0000e-004,,
2023-08-18 12:04:41,,,,,,,,  5.1425e-013,  1.0000e-004,,
2023-08-18 12:04:42,,,,,,,,  1.1337e-012,  1.0000e-004,,
2023-08-18 12:04:43,,,,,,,, -7.1050e-013,  1.0000e-004,,
2023-08-18 12:04:44,,,,,,,,  3.0019e-012,  1.0000e-004,,
2023-08-18 12:04:45,,,,,,,,  2.3423e-012,  1.0000e-004,,
2023-08-18 12:04:46,,,,,,,, -1.2897e-012,  1.0000e-004,,
2023-08-18 12:04:47,,,,,,,,  1.9636e-012,  1.0000e-004,,
2023-08-18 12:04:48,,,,,,,, -8.4032e-013,  1.0000e-004,,
2023-08-18 12:04:49,,,,,,,,  2.3965e-012,  1.0000e-004,,
2023-08-18 12:04:50,,,,,,,,  2.3486e-012,  1.0000e-004,,
2023-08-18 12:04:51,,,,,,,,  1.2828e-012,  1.0000e-004,,
2023-08-18 12:04:52,,,,,,,,  4.5696e-012,  1.0000e-004,,
2023-08-18 12:04:53,,,,,,,,  1.5761e-012,  1.0000e-004,,
2023-08-18 12:04:54,,,,,,,,  4.6493e-012,  1.0000e-004,,
2023-08-18 12:04:55,,,,,,,,  5.6475e-012,  1.0000e-004,,
2023-08-18 12:04:56,,,,,,,,  3.6485e-012,  1.0000e-004,,
2023-08-18 12:04:57,,,,,,,,  4.2097e-012,  1.0000e-004,,
2023-08-18 12:04:58,,,,,,,,  5.7190e-012,  1.0000e-004,,
2023-08-18 12:04:59,,,,,,,,  3.3422e-012,  1.0000e-004,,
2023-08-18 12:05:00,,,,,,,,  1.4108e-012,  1.0000e-004,,
2023-08-18 12:05:01,,,,,,,,  5.0080e-012,  1.0000e-004,,
2023-08-18 12:05:02,,,,,,,,  8.9138e-013,  1.0000e-004,,
2023-08-18 12:05:03,,,,,,,,  2.9028e-012,  1.0000e-004,,
2023-08-18 12:05:04,,,,,,,,  5.6964e-013,  1.0000e-004,,
2023-08-18 12:05:05,,,,,,,, -5.2749e-013,  1.0000e-004,,
2023-08-18 12:05:06,,,,,,,,  1.3026e-012,  1.0000e-004,,
2023-08-18 12:05:07,,,,,,,, -6.1622e-013,  1.0000e-004,,
2023-08-18 12:05:08,,,,,,,,  9.3843e-013,  1.0000e-004,,
2023-08-18 12:05:09,,,,,,,, -6.1110e-013,  1.0000e-004,,
2023-08-18 12:05:10,,,,,,,, -2.0717e-013,  1.0000e-004,,
2023-08-18 12:05:11,,,,,,,,  4.4793e-012,  1.0000e-004,,
2023-08-18 12:05:12,,,,,,,,  1.8439e-012,  1.0000e-004,,
2023-08-18 12:05:13,,,,,,,,  4.3531e-012,  1.0000e-004,,
2023-08-18 12:05:14,,,,,,,,  2.4045e-012,  1.0000e-004,,
2023-08-18 12:05:15,,,,,,,,  4.6763e-012,  1.0000e-004,,
2023-08-18 12:05:16,,,,,,,,  3.7143e-012,  1.0000e-004,,
2023-08-18 12:05:17,,,,,,,,  5.4932e-012,  1.0000e-004,,
2023-08-18 12:05:18,,,,,,,,  3.3055e-012,  1.0000e-004,,
2023-08-18 12:05:19,,,,,,,,  5.0529e-012,  1.0000e-004,,
2023-08-18 12:05:20,,,,,,,,  5.5940e-012,  1.0000e-004,,
2023-08-18 12:05:21,,,,,,,, -7.3636e-013,  1.0000e-004,,
2023-08-18 12:05:22,,,,,,,,  2.9783e-012,  1.0000e-004,,
2023-08-18 12:05:23,,,,,,,, -4.0126e-013,  1.0000e-004,,
2023-08-18 12:05:24,,,,,,,,  9.5778e-013,  1.0000e-004,,
2023-08-18 12:05:25,,,,,,,,  1.5760e-012,  1.0000e-004,,
2023-08-18 12:05:26,,,,,,,, -8.7398e-013,  1.0000e-004,,
2023-08-18 12:05:27,,,,,,,,  5.3488e-013,  1.0000e-004,,
2023-08-18 12:05:28,,,,,,,,  4.1628e-015,  1.0000e-004,,
2023-08-18 12:05:29,,,,,,,,  2.1446e-012,  1.0000e-004,,
2023-08-18 12:05:30,,,,,,,,  4.2203e-012,  1.0000e-004,,
2023-08-18 12:05:31,,,,,,,,  1.2396e-012,  1.0000e-004,,
2023-08-18 12:05:32,,,,,,,,  4.8294e-012,  1.0000e-004,,
2023-08-18 12:05:33,,,,,,,,  2.8290e-012,  1.0000e-004,,
2023-08-18 12:05:34,,,,,,,,  5.4846e-012,  1.0000e-004,,
2023-08-18 12:05:35,,,,,,,,  3.6923e-012,  1.0000e-004,,
2023-08-18 12:05:36,,,,,,,,  4.3287e-012,  1.0000e-004,,
2023-08-18 12:05:37,,,,,,,,  2.3540e-012,  1.0000e-004,,
2023-08-18 12:05:38,,,,,,,,  3.8913e-012,  1.0000e-004,,
2023-08-18 12:05:39,,,,,,,,  2.6525e-013,  1.0000e-004,,
2023-08-18 12:05:40,,,,,,,, -1.1160e-012,  1.0000e-004,,
2023-08-18 12:05:41,,,,,,,,  2.6436e-012,  1.0000e-004,,
2023-08-18 12:05:42,,,,,,,, -9.7055e-013,  1.0000e-004,,
2023-08-18 12:05:43,,,,,,,,  7.9496e-013,  1.0000e-004,,
2023-08-18 12:05:44,,,,,,,, -1.5045e-012,  1.0000e-004,,
2023-08-18 12:05:45,,,,,,,, -3.0107e-013,  1.0000e-004,,
2023-08-18 12:05:46,,,,,,,,  1.0318e-012,  1.0000e-004,,
2023-08-18 12:05:47,,,,,,,, -3.5553e-013,  1.0000e-004,,
2023-08-18 12:05:48,,,,,,,,  2.6985e-012,  1.0000e-004,,
2023-08-18 12:05:49,,,,,,,, -4.5838e-013,  1.0000e-004,,
2023-08-18 12:05:50,,,,,,,,  8.3300e-013,  1.0000e-004,,
2023-08-18 12:05:51,,,,,,,,  4.0390e-012,  1.0000e-004,,
2023-08-18 12:05:52,,,,,,,,  2.0520e-012,  1.0000e-004,,
2023-08-18 12:05:53,,,,,,,,  4.4582e-012,  1.0000e-004,,
2023-08-18 12:05:54,,,,,,,,  4.5688e-012,  1.0000e-004,,
2023-08-18 12:05:55,,,,,,,,  6.1393e-012,  1.0000e-004,,
2023-08-18 12:05:56,,,,,,,,  3.0081e-012,  1.0000e-004,,
2023-08-18 12:05:57,,,,,,,,  5.7803e-012,  1.0000e-004,,
2023-08-18 12:05:58,,,,,,,,  2.2429e-012,  1.0000e-004,,
2023-08-18 12:05:59,,,,,,,,  6.5348e-012,  1.0000e-004,,
2023-08-18 12:06:00,,,,,,,,  3.7675e-012,  1.0000e-004,,
2023-08-18 12:06:01,,,,,,,,  2.1853e-012,  1.0000e-004,,
2023-08-18 12:06:02,,,,,,,,  3.1659e-012,  1.0000e-004,,
2023-08-18 12:06:03,,,,,,,,  7.1829e-013,  1.0000e-004,,
2023-08-18 12:06:04,,,,,,,,  1.6282e-012,  1.0000e-004,,
2023-08-18 12:06:05,,,,,,,,  2.8175e-012,  1.0000e-004,,
2023-08-18 12:06:06,,,,,,,, -1.3984e-012,  1.0000e-004,,
2023-08-18 12:06:07,,,,,,,,  1.7424e-012,  1.0000e-004,,
2023-08-18 12:06:08,,,,,,,, -8.9197e-013,  1.0000e-004,,
2023-08-18 12:06:09,,,,,,,,  1.0917e-012,  1.0000e-004,,
2023-08-18 12:06:10,,,,,,,,  1.4987e-012,  1.0000e-004,,
2023-08-18 12:06:11,,,,,,,,  2.0744e-012,  1.0000e-004,,
2023-08-18 12:06:12,,,,,,,,  1.0426e-012,  1.0000e-004,,
2023-08-18 12:06:13,,,,,,,,  5.3228e-012,  1.0000e-004,,
2023-08-18 12:06:14,,,,,,,,  2.2376e-012,  1.0000e-004,,
2023-08-18 12:06:15,,,,,,,,  3.3863e-012,  1.0000e-004,,
2023-08-18 12:06:16,,,,,,,,  6.6466e-012,  1.0000e-004,,
2023-08-18 12:06:17,,,,,,,,  1.8080e-012,  1.0000e-004,,
2023-08-18 12:06:18,,,,,,,,  5.5322e-012,  1.0000e-004,,
2023-08-18 12:06:19,,,,,,,,  1.3570e-012,  1.0000e-004,,
2023-08-18 12:06:20,,,,,,,,  1.2642e-013,  1.0000e-004,,
2023-08-18 12:06:21,,,,,,,,  1.1118e-012,  1.0000e-004,,
2023-08-18 12:06:22,,,,,,,, -8.9105e-013,  1.0000e-004,,
2023-08-18 12:06:23,,,,,,,,  9.3113e-013,  1.0000e-004,,
2023-08-18 12:06:24,,,,,,,, -2.5279e-013,  1.0000e-004,,
2023-08-18 12:06:25,,,,,,,,  5.6181e-013,  1.0000e-004,,
2023-08-18 12:06:26,,,,,,,,  4.2107e-012,  1.0000e-004,,
2023-08-18 12:06:27,,,,,,,,  6.9468e-013,  1.0000e-004,,
2023-08-18 12:06:28,,,,,,,,  5.1781e-012,  1.0000e-004,,
2023-08-18 12:06:29,,,,,,,,  2.8752e-012,  1.0000e-004,,
2023-08-18 12:06:30,,,,,,,,  3.2171e-012,  1.0000e-004,,
2023-08-18 12:06:31,,,,,,,,  4.9274e-012,  1.0000e-004,,
2023-08-18 12:06:32,,,,,,,,  2.5707e-012,  1.0000e-004,,
2023-08-18 12:06:33,,,,,,,,  2.6647e-012,  1.0000e-004,,
2023-08-18 12:06:34,,,,,,,,  3.0786e-012,  1.0000e-004,,
2023-08-18 12:06:35,,,,,,,,  2.6685e-012,  1.0000e-004,,
2023-08-18 12:06:36,,,,,,,, -1.3045e-012,  1.0000e-004,,
2023-08-18 12:06:37,,,,,,,,  2.7303e-012,  1.0000e-004,,
2023-08-18 12:06:38,,,,,,,, -1.6732e-012,  1.0000e-004,,
2023-08-18 12:06:39,,,,,,,,  2.3470e-012,  1.0000e-004,,
2023-08-18 12:06:40,,,,,,,,  3.5474e-012,  1.0000e-004,,
2023-08-18 12:06:41,,,,,,,,  4.8935e-013,  1.0000e-004,,
2023-08-18 12:06:42,,,,,,,,  5.3970e-012,  1.0000e-004,,
